"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:19:22.2800132 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\673cf800-208a-5327-3f4b-2be44a66627a","NAME NOT FOUND","Length: 528"
"7:19:22.2813085 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"7:19:22.2813425 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"7:19:22.2813584 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-US","NAME NOT FOUND","Length: 532"
"7:19:22.2813695 PM","notepad.exe","5656","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"7:19:22.2813835 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"7:19:22.2813939 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"7:19:22.2814079 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-US","NAME NOT FOUND","Length: 532"
"7:19:22.2814176 PM","notepad.exe","5656","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"7:19:22.2814446 PM","notepad.exe","5656","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"7:19:22.2814636 PM","notepad.exe","5656","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2814727 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Microsoft\Notepad","SUCCESS","Desired Access: Read"
"7:19:22.2814919 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfEscapement","NAME NOT FOUND","Length: 16"
"7:19:22.2815012 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfOrientation","NAME NOT FOUND","Length: 16"
"7:19:22.2815089 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfWeight","NAME NOT FOUND","Length: 16"
"7:19:22.2815161 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfItalic","NAME NOT FOUND","Length: 16"
"7:19:22.2815232 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfUnderline","NAME NOT FOUND","Length: 16"
"7:19:22.2815350 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfStrikeOut","NAME NOT FOUND","Length: 16"
"7:19:22.2815423 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfCharSet","NAME NOT FOUND","Length: 16"
"7:19:22.2815492 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfOutPrecision","NAME NOT FOUND","Length: 16"
"7:19:22.2815580 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfClipPrecision","NAME NOT FOUND","Length: 16"
"7:19:22.2815666 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfQuality","NAME NOT FOUND","Length: 16"
"7:19:22.2815740 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfPitchAndFamily","NAME NOT FOUND","Length: 16"
"7:19:22.2816002 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2816077 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Notepad\DefaultFonts","SUCCESS","Desired Access: Read"
"7:19:22.2816283 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Notepad\DefaultFonts\lfFaceName","SUCCESS","Type: REG_SZ, Length: 18, Data: Consolas"
"7:19:22.2816364 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Notepad\DefaultFonts\iPointSize","SUCCESS","Type: REG_DWORD, Length: 4, Data: 110"
"7:19:22.2816463 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Notepad\DefaultFonts","SUCCESS",""
"7:19:22.2816607 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\lfFaceName","NAME NOT FOUND","Length: 76"
"7:19:22.2816698 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iPointSize","NAME NOT FOUND","Length: 16"
"7:19:22.2816773 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fWrap","NAME NOT FOUND","Length: 16"
"7:19:22.2817761 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iDefaultEncoding","NAME NOT FOUND","Length: 16"
"7:19:22.2817936 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\StatusBar","NAME NOT FOUND","Length: 16"
"7:19:22.2818073 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fSaveWindowPositions","NAME NOT FOUND","Length: 16"
"7:19:22.2818199 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fWindowsOnlyEOL","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2818324 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fPasteOriginalEOL","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2818435 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fReverse","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2818545 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fWrapAround","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2818656 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fMatchCase","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:19:22.2818764 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\searchString","NAME NOT FOUND","Length: 144"
"7:19:22.2818884 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\replaceString","NAME NOT FOUND","Length: 144"
"7:19:22.2819011 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\szHeader","NAME NOT FOUND","Length: 92"
"7:19:22.2819119 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\szTrailer","NAME NOT FOUND","Length: 92"
"7:19:22.2819393 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iMarginTop","NAME NOT FOUND","Length: 16"
"7:19:22.2819528 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iMarginBottom","NAME NOT FOUND","Length: 16"
"7:19:22.2819643 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iMarginLeft","NAME NOT FOUND","Length: 16"
"7:19:22.2819802 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iMarginRight","NAME NOT FOUND","Length: 16"
"7:19:22.2819911 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iWindowPosY","SUCCESS","Type: REG_DWORD, Length: 4, Data: 182"
"7:19:22.2820026 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iWindowPosX","SUCCESS","Type: REG_DWORD, Length: 4, Data: 182"
"7:19:22.2820134 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iWindowPosDX","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1200"
"7:19:22.2820231 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\iWindowPosDY","SUCCESS","Type: REG_DWORD, Length: 4, Data: 849"
"7:19:22.2820352 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Notepad\fMLE_is_broken","NAME NOT FOUND","Length: 16"
"7:19:22.2820500 PM","notepad.exe","5656","RegCloseKey","HKCU\Software\Microsoft\Notepad","SUCCESS",""
"7:19:22.2829456 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\30336ed4-e327-447c-9de0-51b652c86108","NAME NOT FOUND","Length: 528"
"7:19:22.2830953 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\32980f26-c8f5-5767-6b26-635b3fa83c61","NAME NOT FOUND","Length: 528"
"7:19:22.2831568 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"7:19:22.2842965 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\30336ed4-e327-447c-9de0-51b652c86108","NAME NOT FOUND","Length: 528"
"7:19:22.2844841 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\a40b455c-253c-4311-ac6d-6e667edccefc","NAME NOT FOUND","Length: 528"
"7:19:22.2845505 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"7:19:22.2846047 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\32980f26-c8f5-5767-6b26-635b3fa83c61","NAME NOT FOUND","Length: 528"
"7:19:22.2846787 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f85b4793-1347-5620-7572-b79d5a28da82","NAME NOT FOUND","Length: 528"
"7:19:22.2847564 PM","notepad.exe","5656","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2847697 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced","SUCCESS","Desired Access: Query Value"
"7:19:22.2847871 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\AvoidKnownFolderCaching","NAME NOT FOUND","Length: 144"
"7:19:22.2848010 PM","notepad.exe","5656","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced","SUCCESS",""
"7:19:22.2848101 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2848190 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced","SUCCESS","Desired Access: Query Value"
"7:19:22.2848319 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced\AvoidKnownFolderCaching","NAME NOT FOUND","Length: 144"
"7:19:22.2848441 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced","SUCCESS",""
"7:19:22.2849066 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2849170 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:19:22.2849450 PM","notepad.exe","5656","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2849542 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}","SUCCESS","Desired Access: Read"
"7:19:22.2849706 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS",""
"7:19:22.2849827 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"7:19:22.2849930 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Name","SUCCESS","Type: REG_SZ, Length: 28, Data: Local AppData"
"7:19:22.2850024 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\ParentFolder","NAME NOT FOUND","Length: 90"
"7:19:22.2850124 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\DeferPrecreateAndRedirect","NAME NOT FOUND","Length: 90"
"7:19:22.2850219 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Description","NAME NOT FOUND","Length: 144"
"7:19:22.2850298 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\RelativePath","SUCCESS","Type: REG_SZ, Length: 28, Data: AppData\Local"
"7:19:22.2850406 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\ParsingName","NAME NOT FOUND","Length: 144"
"7:19:22.2850503 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\InfoTip","NAME NOT FOUND","Length: 144"
"7:19:22.2850596 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:19:22.2850726 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Icon","NAME NOT FOUND","Length: 144"
"7:19:22.2850808 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Security","NAME NOT FOUND","Length: 144"
"7:19:22.2850885 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\StreamResource","NAME NOT FOUND","Length: 144"
"7:19:22.2850964 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:19:22.2851043 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\LocalRedirectOnly","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:19:22.2851146 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Roamable","NAME NOT FOUND","Length: 16"
"7:19:22.2851242 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\PreCreate","NAME NOT FOUND","Length: 16"
"7:19:22.2851328 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Stream","NAME NOT FOUND","Length: 16"
"7:19:22.2851409 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\PublishExpandedPath","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:19:22.2851488 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\DefinitionFlags","NAME NOT FOUND","Length: 16"
"7:19:22.2851565 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\DPLProtectionLevel","NAME NOT FOUND","Length: 16"
"7:19:22.2851645 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\Attributes","NAME NOT FOUND","Length: 16"
"7:19:22.2851723 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\FolderTypeID","NAME NOT FOUND","Length: 90"
"7:19:22.2851865 PM","notepad.exe","5656","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\InitFolderHandler","NAME NOT FOUND","Length: 90"
"7:19:22.2855823 PM","notepad.exe","5656","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2855993 PM","notepad.exe","5656","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:19:22.2856213 PM","notepad.exe","5656","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{F1B32785-6FBA-4FCF-9D55-7B8E7F157091}","SUCCESS",""
"7:19:22.2856476 PM","notepad.exe","5656","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2856605 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Desired Access: Query Value"
"7:19:22.2856749 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2856842 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1","SUCCESS","Desired Access: Query Value"
"7:19:22.2857001 PM","notepad.exe","5656","RegQueryKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2857097 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1\KnownFolders","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.2857245 PM","notepad.exe","5656","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\SessionInfo\1","SUCCESS",""
"7:19:22.2857412 PM","notepad.exe","5656","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"7:19:22.2857663 PM","notepad.exe","5656","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2857745 PM","notepad.exe","5656","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders","SUCCESS","Desired Access: Read"
"7:19:22.2857888 PM","notepad.exe","5656","RegCloseKey","HKCU","SUCCESS",""
"7:19:22.2858006 PM","notepad.exe","5656","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Local AppData","SUCCESS","Type: REG_EXPAND_SZ, Length: 56, Data: %USERPROFILE%\AppData\Local"
"7:19:22.2858219 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000604xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"7:19:22.2860573 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","REPARSE","Desired Access: Read"
"7:19:22.2860823 PM","notepad.exe","5656","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS","Desired Access: Read"
"7:19:22.2861083 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en-US","NAME NOT FOUND","Length: 90"
"7:19:22.2861275 PM","notepad.exe","5656","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en","NAME NOT FOUND","Length: 90"
"7:19:22.2861724 PM","notepad.exe","5656","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders","SUCCESS",""
"7:19:22.2863671 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2863795 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\KnownFolderSettings","NAME NOT FOUND","Desired Access: Query Value"
"7:19:22.2863932 PM","notepad.exe","5656","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:19:22.2864021 PM","notepad.exe","5656","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\KnownFolderSettings","NAME NOT FOUND","Desired Access: Query Value"
